Category,Nutrients_Comp,ProductName
Miscellaneous,"Energy-94Kcal,Water-73.4g,Protein-2.7g,Fat-0.4g,CHO-20.0g,Fibre-3.0g,Ash-0.5g,Ca-9.0mg,P-9.0mg,Fe-1.5mg,Na-70.0mg,K-20.0mg,Retinol-0.0ug,Carotenes-12.0ug,Re-2.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.4mg,C-0.0mg","Ginger, pickled (Jeruk halia)"
Miscellaneous,"Energy-36Kcal,Water-89.9g,Protein-0.9g,Fat-0.7g,CHO-6.5g,Fibre-1.6g,Ash-0.4g,Ca-18.0mg,P-26.0mg,Fe-1.2mg,Na-2.0mg,K-81.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.4mg,C-0.0mg",Galangal (Lengkuas) ; Languas galanga
Miscellaneous,"Energy-34Kcal,Water-90.7g,Protein-8.4g,Fat-0.0g,CHO-0.2g,Fibre-0.0g,Ash-0.7g,Ca-6.0mg,P-42.0mg,Fe-0.2mg,Na-73.0mg,K-96.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.2mg,Niacin-1.0mg,C-0.0mg","Essence of chicken, proprietary brand (Pati ayam)"
Miscellaneous,"Energy-356Kcal,Water-7.5g,Protein-40g,Fat-1.0g,CHO-46.8g,Fibre-0.2g,Ash-4.5g,Ca-66.0mg,P-776.0mg,Fe-7.9mg,Na-176.0mg,K-1,468.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-2.5mg,B2-0.1mg,Niacin-24.6mg,C-8.1mg","Yeast, granules, tinned (Yis biji dalam tin)"
Miscellaneous,"Energy-237Kcal,Water-27.3g,Protein-10g,Fat-0.3g,CHO-48.5g,Fibre-0.0g,Ash-13.9g,Ca-177.0mg,P-1,570.0mg,Fe-7.3mg,Na-3,720.0mg,K-1,984.0mg,Retinol-78.0ug,Carotenes-0.0ug,Re-78.0ug,B1-0.6mg,B2-17.2mg,Niacin-50.2mg,C-0.0mg",Yeast extract (proprietary brand) (Pati yis)
Cereal based dishes,"Energy-184Kcal,Water-56.1g,Protein-6g,Fat-2.6g,CHO-34.2g,Fibre-0.0g,Ash-1.1g,Ca-12.0mg,P-91.0mg,Fe-1.3mg,Na-165.0mg,K-22.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.3mg,Niacin-1.1mg,C-0.0mg",(Dosai)
Cereal based dishes,"Energy-189Kcal,Water-62.6g,Protein-5.5g,Fat-9.1g,CHO-21.3g,Fibre-0.1g,Ash-1.4g,Ca-18.0mg,P-44.0mg,Fe-3.8mg,Na-501.0mg,K-135.0mg,Retinol-59.0ug,Carotenes-18.0ug,Re-62.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.3mg,C-0.9mg","Kuih-teow (rice noodle), fried (Kuih-teow goreng)"
Cereal based dishes,"Energy-95Kcal,Water-78.6g,Protein-4.8g,Fat-3.5g,CHO-11.0g,Fibre-0.9g,Ash-1.2g,Ca-17.0mg,P-163.0mg,Fe-1.4mg,Na-435.0mg,K-26.0mg,Retinol-1.0ug,Carotenes-0.0ug,Re-2.0ug,B1-0.2mg,B2-0.2mg,Niacin-2.1mg,C-0.0mg",Green gram gravy served with Capati (Kuah kacang hijau untuk Capati)
Cereal based dishes,"Energy-178Kcal,Water-60.5g,Protein-3.1g,Fat-5.0g,CHO-30.1g,Fibre-0.5g,Ash-0.8g,Ca-10.0mg,P-30.0mg,Fe-1.4mg,Na-236.0mg,K-50.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.1mg,B2-0.1mg,Niacin-1.6mg,C-0.0mg","Rice, ""oily"" (Nasi minyak)"
Cereal based dishes,"Energy-264Kcal,Water-45.2g,Protein-9.2g,Fat-10.0g,CHO-34.2g,Fibre-0.0g,Ash-1.4g,Ca-30.0mg,P-154.0mg,Fe-1.6mg,Na-392.0mg,K-141.0mg,Retinol-136.0ug,Carotenes-0.0ug,Re-136.0ug,B1-0.2mg,B2-0.2mg,Niacin-3.0mg,C-0.0mg",(Roti telur)
Cereal based dishes,"Energy-173Kcal,Water-63.8g,Protein-4.3g,Fat-6.7g,CHO-23.9g,Fibre-0.2g,Ash-1.1g,Ca-17.0mg,P-62.0mg,Fe-1.9mg,Na-425.0mg,K-38.0mg,Retinol-58.0ug,Carotenes-0.0ug,Re-58.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.7mg,C-0.6mg","Mee-hoon (rice noodle), fried (Mee-hoon goreng)"
Cereal based dishes,"Energy-129Kcal,Water-77.6g,Protein-2.9g,Fat-9.0g,CHO-9.0g,Fibre-0.2g,Ash-1.3g,Ca-15.0mg,P-11.0mg,Fe-1.9mg,Na-599.0mg,K-202.0mg,Retinol-116.0ug,Carotenes-0.0ug,Re-116.0ug,B1-0.0mg,B2-0.1mg,Niacin-1.1mg,C-0.0mg","Mee (wheat noodle), curry (Mee kari)"
Cereal based dishes,"Energy-68Kcal,Water-84.9g,Protein-3.6g,Fat-2.6g,CHO-7.5g,Fibre-0.2g,Ash-1.2g,Ca-14.0mg,P-27.0mg,Fe-0.5mg,Na-301.0mg,K-28.0mg,Retinol-14.0ug,Carotenes-0.0ug,Re-14.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.4mg,C-0.0mg","Mee (wheat noodle), soup (Mee sup)"
Meat dishes,"Energy-156Kcal,Water-66.3g,Protein-10.2g,Fat-6.6g,CHO-14.0g,Fibre-0.3g,Ash-2.6g,Ca-49.0mg,P-151.0mg,Fe-2.4mg,Na-232.0mg,K-200.0mg,Retinol-423.0ug,Carotenes-0.0ug,Re-423.0ug,B1-0.2mg,B2-0.2mg,Niacin-2.2mg,C-0.0mg","Beef, in tomato sauce (Daging lembu masak merah)"
Cereal based dishes,"Energy-169Kcal,Water-63.4g,Protein-4.2g,Fat-5.7g,CHO-25.3g,Fibre-0.3g,Ash-1.1g,Ca-24.0mg,P-51.0mg,Fe-1.8mg,Na-338.0mg,K-121.0mg,Retinol-52.0ug,Carotenes-13.0ug,Re-54.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.8mg,C-0.4mg","Rice, coconut milk (Nasi lemak)"
Fish and sea-food dishes,"Energy-294Kcal,Water-45.1g,Protein-23.9g,Fat-18.0g,CHO-9.0g,Fibre-0.1g,Ash-3.9g,Ca-52.0mg,P-656.0mg,Fe-2.1mg,Na-369.0mg,K-623.0mg,Retinol-350.0ug,Carotenes-0.0ug,Re-350.0ug,B1-0.0mg,B2-0.2mg,Niacin-0.6mg,C-0.0mg","African bream, fried in chilli (Ikan tilapia goreng berlada)"
Cereal based dishes,"Energy-183Kcal,Water-60.1g,Protein-3.9g,Fat-5.5g,CHO-29.4g,Fibre-0.1g,Ash-1.0g,Ca-8.0mg,P-27.0mg,Fe-1.9mg,Na-267.0mg,K-18.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.1mg,C-0.0mg","Rice, briyani (rice only) (Nasi briyani, nasi sahaja)"
Meat dishes,"Energy-240Kcal,Water-46.7g,Protein-20.4g,Fat-7.8g,CHO-22.1g,Fibre-0.3g,Ash-2.7g,Ca-17.0mg,P-462.0mg,Fe-3.9mg,Na-92.0mg,K-202.0mg,Retinol-72.0ug,Carotenes-0.0ug,Re-72.0ug,B1-0.1mg,B2-0.2mg,Niacin-5.3mg,C-0.0mg",Beef satay (Satay daging lembu)
Meat dishes,"Energy-144Kcal,Water-68.9g,Protein-14.6g,Fat-5.7g,CHO-8.6g,Fibre-0.2g,Ash-2.0g,Ca-22.0mg,P-349.0mg,Fe-2.5mg,Na-74.0mg,K-147.0mg,Retinol-483.0ug,Carotenes-0.0ug,Re-483.0ug,B1-0.0mg,B2-0.1mg,Niacin-1.1mg,C-0.0mg",Beef curry (Kari daging lembu)
Meat dishes,"Energy-185Kcal,Water-66.7g,Protein-15.5g,Fat-13.4g,CHO-0.6g,Fibre-1.8g,Ash-2.0g,Ca-60.0mg,P-140.0mg,Fe-2.6mg,Na-142.0mg,K-136.0mg,Retinol-72.0ug,Carotenes-0.0ug,Re-72.0ug,B1-0.1mg,B2-0.2mg,Niacin-0.1mg,C-0.0mg",Mutton curry (Kari kambing)
Meat dishes,"Energy-146Kcal,Water-72.6g,Protein-15.2g,Fat-8.7g,CHO-1.8g,Fibre-0.0g,Ash-1.7g,Ca-36.0mg,P-387.0mg,Fe-1.6mg,Na-244.0mg,K-80.0mg,Retinol-72.0ug,Carotenes-0.0ug,Re-72.0ug,B1-0.1mg,B2-0.3mg,Niacin-1.7mg,C-0.0mg",Maw in coconut milk gravy (Perut lembu masak lemak)
Meat dishes,"Energy-243Kcal,Water-52.5g,Protein-18.9g,Fat-12.9g,CHO-12.7g,Fibre-1.9g,Ash-1.1g,Ca-29.0mg,P-335.0mg,Fe-2.9mg,Na-135.0mg,K-221.0mg,Retinol-84.0ug,Carotenes-0.0ug,Re-84.0ug,B1-0.0mg,B2-0.1mg,Niacin-6.7mg,C-0.0mg",Chicken satay (Satay ayam)
Meat dishes,"Energy-175Kcal,Water-70.1g,Protein-12.4g,Fat-13.4g,CHO-1.2g,Fibre-1.2g,Ash-1.7g,Ca-32.0mg,P-196.0mg,Fe-2.7mg,Na-98.0mg,K-97.0mg,Retinol-37.0ug,Carotenes-0.0ug,Re-37.0ug,B1-0.1mg,B2-0.1mg,Niacin-1.0mg,C-0.0mg",Chicken kurma (Ayam kurma)
Fish and sea-food dishes,"Energy-316Kcal,Water-44.3g,Protein-28.2g,Fat-20.9g,CHO-3.8g,Fibre-0.1g,Ash-2.7g,Ca-43.0mg,P-469.0mg,Fe-1.1mg,Na-428.0mg,K-328.0mg,Retinol-84.0ug,Carotenes-6.0ug,Re-85.0ug,B1-0.1mg,B2-0.3mg,Niacin-2.3mg,C-0.0mg","Anchovy, dried, fried in chilli (Ikan bilis sambal)"
Meat dishes,"Energy-254Kcal,Water-57.2g,Protein-17.4g,Fat-19.6g,CHO-2.0g,Fibre-0.7g,Ash-3.1g,Ca-45.0mg,P-602.0mg,Fe-5.7mg,Na-145.0mg,K-342.0mg,Retinol-722.0ug,Carotenes-0.0ug,Re-722.0ug,B1-0.3mg,B2-0.8mg,Niacin-3.4mg,C-0.0mg",Liver rendang (Rendang hati lembu)
Fish and sea-food dishes,"Energy-336Kcal,Water-49.3g,Protein-19.4g,Fat-28.2g,CHO-1.2g,Fibre-0.0g,Ash-1.9g,Ca-60.0mg,P-499.0mg,Fe-2.7mg,Na-87.0mg,K-448.0mg,Retinol-37.0ug,Carotenes-0.0ug,Re-37.0ug,B1-0.0mg,B2-0.1mg,Niacin-4.0mg,C-0.0mg","Indian mackerel, fried in chilli (Ikan kembong goreng berlada)"
Fish and sea-food dishes,"Energy-193Kcal,Water-61.3g,Protein-26.3g,Fat-9.1g,CHO-1.4g,Fibre-0.2g,Ash-1.7g,Ca-47.0mg,P-409.0mg,Fe-2.1mg,Na-77.0mg,K-466.0mg,Retinol-79.0ug,Carotenes-3.0ug,Re-80.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.9mg,C-0.0mg","Hairtail scad, cooked in vinegar (Ikan cincaru masak cuka)"
Miscellaneous dishes,"Energy-164Kcal,Water-63.7g,Protein-1.8g,Fat-4.5g,CHO-29.0g,Fibre-0.7g,Ash-0.3g,Ca-2.0mg,P-2.0mg,Fe-0.7mg,Na-7.0mg,K-14.0mg,Retinol-4.0ug,Carotenes-0.0ug,Re-4.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.6mg,C-0.0mg",(Pengat pisang nangka)
Fish and sea-food dishes,"Energy-225Kcal,Water-52.9g,Protein-31.5g,Fat-10.3g,CHO-1.6g,Fibre-0.0g,Ash-3.7g,Ca-40.0mg,P-215.0mg,Fe-1.4mg,Na-142.0mg,K-291.0mg,Retinol-51.0ug,Carotenes-0.0ug,Re-51.0ug,B1-0.4mg,B2-0.2mg,Niacin-2.4mg,C-0.0mg","Black pomfret, fried (Ikan bawal hitam goreng)"
Fish and sea-food dishes,"Energy-254Kcal,Water-51.6g,Protein-28.7g,Fat-14.2g,CHO-2.8g,Fibre-0.3g,Ash-2.4g,Ca-100.0mg,P-405.0mg,Fe-1.9mg,Na-92.0mg,K-259.0mg,Retinol-36.0ug,Carotenes-0.0ug,Re-36.0ug,B1-0.3mg,B2-0.2mg,Niacin-1.6mg,C-0.0mg","Catfish eel, fried (Ikan sembilang goreng)"
Fish and sea-food dishes,"Energy-105Kcal,Water-75.3g,Protein-16.8g,Fat-3.4g,CHO-1.7g,Fibre-0.0g,Ash-2.8g,Ca-36.0mg,P-544.0mg,Fe-2.5mg,Na-139.0mg,K-389.0mg,Retinol-55.0ug,Carotenes-3.0ug,Re-55.0ug,B1-0.1mg,B2-0.2mg,Niacin-2.9mg,C-0.0mg","Indian mackerel, curry (Ikan kembong kari)"
Fish and sea-food dishes,"Energy-230Kcal,Water-55.7g,Protein-21g,Fat-12.7g,CHO-8.0g,Fibre-0.0g,Ash-2.6g,Ca-37.0mg,P-241.0mg,Fe-2.2mg,Na-92.0mg,K-461.0mg,Retinol-211.0ug,Carotenes-0.0ug,Re-211.0ug,B1-0.2mg,B2-0.2mg,Niacin-2.0mg,C-0.0mg","Red snapper, cooked in tamarind (Ikan merah masak asam)"
Miscellaneous dishes,"Energy-322Kcal,Water-24g,Protein-2.6g,Fat-7.5g,CHO-61.0g,Fibre-3.0g,Ash-1.9g,Ca-68.0mg,P-107.0mg,Fe-2.9mg,Na-187.0mg,K-685.0mg,Retinol-1.0ug,Carotenes-0.0ug,Re-1.0ug,B1-0.4mg,B2-0.0mg,Niacin-0.2mg,C-0.0mg","(Pengat keledek, gula merah)"
Fish and sea-food dishes,"Energy-339Kcal,Water-41.6g,Protein-26.5g,Fat-23.5g,CHO-5.3g,Fibre-0.0g,Ash-3.1g,Ca-86.0mg,P-105.0mg,Fe-1.3mg,Na-372.0mg,K-444.0mg,Retinol-131.0ug,Carotenes-0.0ug,Re-131.0ug,B1-0.1mg,B2-0.2mg,Niacin-4.1mg,C-0.0mg","Threadfin bream, fried in chilli (Ikan kerisi goreng berlada)"
Fish and sea-food dishes,"Energy-119Kcal,Water-73.1g,Protein-15.7g,Fat-3.5g,CHO-6.1g,Fibre-0.0g,Ash-1.6g,Ca-49.0mg,P-349.0mg,Fe-3.0mg,Na-35.0mg,K-359.0mg,Retinol-166.0ug,Carotenes-13.0ug,Re-168.0ug,B1-0.2mg,B2-0.3mg,Niacin-2.7mg,C-0.0mg","Tuna, cooked in coconut milk (Ikan tongkol masak lemak)"
Fish and sea-food dishes,"Energy-286Kcal,Water-52.5g,Protein-22.4g,Fat-21.2g,CHO-1.4g,Fibre-0.1g,Ash-2.4g,Ca-96.0mg,P-340.0mg,Fe-1.3mg,Na-200.0mg,K-273.0mg,Retinol-141.0ug,Carotenes-5.0ug,Re-142.0ug,B1-0.2mg,B2-0.2mg,Niacin-5.0mg,C-0.0mg","Spanish mackerel, fried in chilli (Ikan tenggiri goreng berlada)"
"Franchised 'fast-foods', chicken","Energy-288Kcal,Water-47.9g,Protein-17.1g,Fat-17.1g,CHO-16.4g,Fibre-0.0g,Ash-1.5g,Ca-14.0mg,P-118.0mg,Fe-1.1mg,Na-497.0mg,K-140.0mg,Retinol-19.0ug,Carotenes-14.0ug,Re-21.0ug,B1-0.0mg,B2-0.0mg,Niacin-2.8mg,C-1.5mg","Chicken meat, shaped and fried (Daging ayam, digoreng)"
Fish and sea-food dishes,"Energy-408Kcal,Water-9.6g,Protein-46.4g,Fat-13.4g,CHO-25.4g,Fibre-0.0g,Ash-5.2g,Ca-40.0mg,P-241.0mg,Fe-3.0mg,Na-397.0mg,K-554.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.3mg,B2-0.2mg,Niacin-1.1mg,C-0.0mg","Snakehead, salted, fried (Ikan haruan kering goreng)"
Miscellaneous dishes,"Energy-44Kcal,Water-88.2g,Protein-1.6g,Fat-0.1g,CHO-9.2g,Fibre-0.7g,Ash-0.2g,Ca-7.0mg,P-14.0mg,Fe-0.2mg,Na-2.0mg,K-40.0mg,Retinol-10.0ug,Carotenes-0.0ug,Re-10.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.4mg,C-0.7mg",Red gram porridge (Bubur kacang merah)
Fish and sea-food dishes,"Energy-251Kcal,Water-58.1g,Protein-19g,Fat-18.2g,CHO-2.8g,Fibre-0.1g,Ash-1.8g,Ca-51.0mg,P-172.0mg,Fe-2.3mg,Na-231.0mg,K-325.0mg,Retinol-325.0ug,Carotenes-8.0ug,Re-326.0ug,B1-0.1mg,B2-0.2mg,Niacin-2.7mg,C-0.0mg","Red snapper, in coconut milk (Ikan merah masak lemak)"
"Franchised 'fast-foods', chicken","Energy-258Kcal,Water-49.4g,Protein-27.0g,Fat-12.6g,CHO-9.2g,Fibre-0.0g,Ash-1.8g,Ca-14.0mg,P-183.0mg,Fe-0.6mg,Na-500.0mg,K-300.0mg,Retinol-30.0ug,Carotenes-21.0ug,Re-33.0ug,B1-0.1mg,B2-0.2mg,Niacin-7.0mg,C-2.4mg","Chicken breast (Daging ayam, bahagian dada)"
Miscellaneous dishes,"Energy-228Kcal,Water-60.6g,Protein-7.6g,Fat-15.5g,CHO-14.5g,Fibre-0.1g,Ash-1.7g,Ca-29.0mg,P-29.0mg,Fe-3.2mg,Na-273.0mg,K-522.0mg,Retinol-163.0ug,Carotenes-0.0ug,Re-163.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.7mg,C-6.4mg",(Rojak)
Miscellaneous dishes,"Energy-186Kcal,Water-60.9g,Protein-1.7g,Fat-6.7g,CHO-29.7g,Fibre-0.6g,Ash-0.4g,Ca-3.0mg,P-2.0mg,Fe-0.5mg,Na-8.0mg,K-17.0mg,Retinol-2.0ug,Carotenes-0.0ug,Re-2.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.2mg,C-0.0mg",(Pengat pisang nipah)
"Franchised 'fast-foods', burger","Energy-275Kcal,Water-43.4g,Protein-19.8g,Fat-11.5g,CHO-23.1g,Fibre-0.2g,Ash-2.0g,Ca-89.0mg,P-117.0mg,Fe-2.0mg,Na-697.0mg,K-240.0mg,Retinol-32.0ug,Carotenes-4.0ug,Re-33.0ug,B1-0.1mg,B2-0.2mg,Niacin-2.2mg,C-1.0mg","Cheese burger (""Burger"" keju)"
"Franchised 'fast-foods', pizza","Energy-256Kcal,Water-44.4g,Protein-19.5g,Fat-8.4g,CHO-25.5g,Fibre-0.1g,Ash-2.1g,Ca-257.0mg,P-187.0mg,Fe-2.5mg,Na-942.0mg,K-173.0mg,Retinol-81.0ug,Carotenes-8.0ug,Re-82.0ug,B1-0.1mg,B2-0.1mg,Niacin-4.4mg,C-4.4mg","Pizza with beef, chicken, onion (Piza yang mengandungi daging lembu,ayam, dll)"
"Franchised 'fast-foods', burger","Energy-274Kcal,Water-47.0g,Protein-11.0g,Fat-14.0g,CHO-26.0g,Fibre-0.0g,Ash-2.0g,Ca-20.0mg,P-117.0mg,Fe-2.0mg,Na-773.0mg,K-170.0mg,Retinol-15.0ug,Carotenes-5.0ug,Re-16.0ug,B1-0.0mg,B2-0.0mg,Niacin-2.0mg,C-1.6mg",Hot dog
"Franchised 'fast-foods', burger","Energy-244Kcal,Water-51.2g,Protein-11.0g,Fat-11.3g,CHO-24.5g,Fibre-0.0g,Ash-2.0g,Ca-43.0mg,P-107.0mg,Fe-3.4mg,Na-852.0mg,K-172.0mg,Retinol-24.0ug,Carotenes-15.0ug,Re-26.0ug,B1-0.2mg,B2-0.2mg,Niacin-3.8mg,C-1.8mg",Coney dog
"Franchised 'fast-foods', chicken","Energy-290Kcal,Water-45.8g,Protein-16.6g,Fat-15.9g,CHO-20.0g,Fibre-0.0g,Ash-1.7g,Ca-15.0mg,P-136.0mg,Fe-1.0mg,Na-538.0mg,K-250.0mg,Retinol-21.0ug,Carotenes-12.0ug,Re-23.0ug,B1-0.1mg,B2-0.2mg,Niacin-5.7mg,C-1.6mg","Fried chicken, various portions (Ayam goreng, berbagai bahagian)"
"Franchised 'fast-foods', chicken","Energy-118Kcal,Water-78.9g,Protein-1.6g,Fat-7.2g,CHO-11.6g,Fibre-0.0g,Ash-0.7g,Ca-19.0mg,P-50.0mg,Fe-2.3mg,Na-450.0mg,K-140.0mg,Retinol-13.0ug,Carotenes-12.0ug,Re-15.0ug,B1-0.1mg,B2-0.0mg,Niacin-0.1mg,C-3.0mg",Salad
"Franchised 'fast-foods', chicken","Energy-84Kcal,Water-85.9g,Protein-2.4g,Fat-4.0g,CHO-9.7g,Fibre-0.0g,Ash-1.0g,Ca-35.0mg,P-32.0mg,Fe-1.8mg,Na-270.0mg,K-160.0mg,Retinol-24.0ug,Carotenes-15.0ug,Re-27.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.1mg,C-1.5mg",Coleslaw
"Franchised 'fast-foods', chicken","Energy-368Kcal,Water-37.5g,Protein-25.6g,Fat-25.2g,CHO-9.7g,Fibre-0.0g,Ash-2.0g,Ca-15.0mg,P-130.0mg,Fe-0.3mg,Na-490.0mg,K-240.0mg,Retinol-20.0ug,Carotenes-12.0ug,Re-22.0ug,B1-0.1mg,B2-0.2mg,Niacin-5.0mg,C-1.0mg","Chicken thigh (Daging ayam, bahagian ""drumstick"")"
"Franchised 'fast-foods', pizza","Energy-288Kcal,Water-39.3g,Protein-13.2g,Fat-11.4g,CHO-33.2g,Fibre-0.7g,Ash-2.2g,Ca-68.0mg,P-129.0mg,Fe-0.6mg,Na-515.0mg,K-157.0mg,Retinol-104.0ug,Carotenes-3.0ug,Re-105.0ug,B1-0.1mg,B2-0.1mg,Niacin-6.1mg,C-0.7mg",Pizza with chicken curry and peas (Piza yang mengandungi kari ayam dan kacang)
"Franchised 'fast-foods', pizza","Energy-178Kcal,Water-55.9g,Protein-14.6g,Fat-2.2g,CHO-25.0g,Fibre-0.6g,Ash-1.7g,Ca-94.0mg,P-139.0mg,Fe-0.8mg,Na-583.0mg,K-159.0mg,Retinol-33.0ug,Carotenes-7.0ug,Re-34.0ug,B1-0.1mg,B2-0.1mg,Niacin-6.4mg,C-2.2mg","Pizza with beef, salami, etc (Piza yang mengandungi daging lembu, salami, dll)"
"Franchised 'fast-foods', spaghetti","Energy-88Kcal,Water-77.2g,Protein-16.6g,Fat-0.2g,CHO-5.0g,Fibre-0.1g,Ash-0.9g,Ca-10.0mg,P-29.0mg,Fe-1.5mg,Na-323.0mg,K-60.0mg,Retinol-12.0ug,Carotenes-6.0ug,Re-13.0ug,B1-0.1mg,B2-0.0mg,Niacin-0.9mg,C-0.2mg","Spaghetti with chicken, mushroom, etc (Spageti yang mengandungi ayam, cendawan, dll)"
"Franchised 'fast-foods', pizza","Energy-294Kcal,Water-45.9g,Protein-17.9g,Fat-17.5g,CHO-16.1g,Fibre-0.3g,Ash-2.3g,Ca-269.0mg,P-207.0mg,Fe-0.8mg,Na-1,296.0mg,K-216.0mg,Retinol-75.0ug,Carotenes-7.0ug,Re-76.0ug,B1-0.1mg,B2-0.0mg,Niacin-10.8mg,C-0.7mg","Pizza with pepperoni, beef, etc (Piza yang mengandungi pepperoni dll)"
"Franchised 'fast-foods', pizza","Energy-248Kcal,Water-46.3g,Protein-17.5g,Fat-8.1g,CHO-26.2g,Fibre-0.5g,Ash-1.4g,Ca-79.0mg,P-133.0mg,Fe-0.6mg,Na-566.0mg,K-117.0mg,Retinol-45.0ug,Carotenes-6.0ug,Re-46.0ug,B1-0.0mg,B2-0.1mg,Niacin-3.3mg,C-1.3mg","Pizza with shrimp, squid and mushroom (Piza yang mengandungi udang, sotong & cendawan)"
"Franchised 'fast-foods', pizza","Energy-249Kcal,Water-46.5g,Protein-15.9g,Fat-9.1g,CHO-25.8g,Fibre-0.6g,Ash-2.1g,Ca-84.0mg,P-133.0mg,Fe-0.6mg,Na-459.0mg,K-167.0mg,Retinol-99.0ug,Carotenes-14.0ug,Re-101.0ug,B1-0.1mg,B2-0.1mg,Niacin-12.6mg,C-3.1mg",Pizza with curry beef and peas (Piza yang mengandungi kari lembu dan kacang)
"Franchised 'fast-foods', sandwich","Energy-286Kcal,Water-45.6g,Protein-22.7g,Fat-16.5g,CHO-11.7g,Fibre-1.5g,Ash-2.0g,Ca-24.0mg,P-91.0mg,Fe-0.9mg,Na-266.0mg,K-96.0mg,Retinol-23.0ug,Carotenes-82.0ug,Re-37.0ug,B1-0.1mg,B2-0.2mg,Niacin-2.8mg,C-0.3mg","Sandwich with chicken, salad, etc (Sandwic yang mengandungi ayam, salad, dll)"
"Franchised 'fast-foods', miscellaneous","Energy-158Kcal,Water-65.8g,Protein-8.1g,Fat-6.3g,CHO-17.1g,Fibre-1.2g,Ash-1.5g,Ca-16.0mg,P-258.0mg,Fe-0.9mg,Na-350.0mg,K-125.0mg,Retinol-60.0ug,Carotenes-38.0ug,Re-66.0ug,B1-0.1mg,B2-0.1mg,Niacin-2.4mg,C-0.6mg",Murtabak
"Franchised 'fast-foods', satay","Energy-211Kcal,Water-53.1g,Protein-41.7g,Fat-4.9g,CHO-0.0g,Fibre-0.0g,Ash-1.6g,Ca-44.0mg,P-412.0mg,Fe-2.7mg,Na-113.0mg,K-234.0mg,Retinol-5.0ug,Carotenes-14.0ug,Re-7.0ug,B1-0.1mg,B2-0.2mg,Niacin-5.5mg,C-0.5mg",Mutton satay (Satay daging kambing)
"Franchised 'fast-foods', spaghetti","Energy-100Kcal,Water-73.1g,Protein-13.4g,Fat-0.4g,CHO-10.6g,Fibre-1.2g,Ash-1.3g,Ca-14.0mg,P-34.0mg,Fe-1.1mg,Na-295.0mg,K-185.0mg,Retinol-12.0ug,Carotenes-13.0ug,Re-14.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.8mg,C-0.3mg","Spaghetti with vegetables, sauce, etc (Spageti yang mengandungi sayur-sayuran, sos, dll)"
"Franchised 'fast-foods', satay","Energy-219Kcal,Water-51.9g,Protein-38.9g,Fat-6.7g,CHO-0.8g,Fibre-0.0g,Ash-1.7g,Ca-8.0mg,P-391.0mg,Fe-3.6mg,Na-108.0mg,K-199.0mg,Retinol-7.0ug,Carotenes-20.0ug,Re-10.0ug,B1-0.2mg,B2-0.2mg,Niacin-5.5mg,C-0.4mg",Beef satay (Satay daging lembu)
"Franchised 'fast-foods', miscellaneous","Energy-107Kcal,Water-78.3g,Protein-1.5g,Fat-5.9g,CHO-11.9g,Fibre-0.5g,Ash-1.9g,Ca-12.0mg,P-278.0mg,Fe-0.8mg,Na-174.0mg,K-278.0mg,Retinol-26.0ug,Carotenes-33.0ug,Re-31.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.6mg,C-0.3mg",Chicken soto (Soto ayam)
"Franchised 'fast-foods', sandwich","Energy-182Kcal,Water-53.1g,Protein-18.7g,Fat-2.5g,CHO-21.1g,Fibre-2.5g,Ash-2.1g,Ca-34.0mg,P-97.0mg,Fe-0.6mg,Na-369.0mg,K-109.0mg,Retinol-11.0ug,Carotenes-34.0ug,Re-17.0ug,B1-0.1mg,B2-0.1mg,Niacin-2.3mg,C-0.3mg","Sandwich with pepperoni, salad, etc (Sandwic yang mengandungi pepperoni, salad, dll)"
"Traditional Malaysian kuih, rice and rice flour based","Energy-290Kcal,Water-27.6g,Protein-2.4g,Fat-0.3g,CHO-69.5g,Fibre-0.2g,Ash-0.0g,Ca-6.0mg,P-13.0mg,Fe-1.2mg,Na-10.0mg,K-20.0mg,Retinol-6.0ug,Carotenes-2.0ug,Re-6.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.4mg,C-1.3mg",Kuih bakul
